,estado,setor,faturamento_informado,divida_total_pj,score,taxa,atraso_corrente,prazo,valor_contrato,valor_contrato_mais_juros,valor_em_aberto
0,SP,ATACADO,400000.0,409000.0,167,4.347,0,12.6,44633.5995,51828.48,0.0
1,CE,VAREJO,150000.0,18000.0,135,5.124,0,12.6,8877.6555,10776.72,0.0
2,SP,INDUSTRIA DA CONSTRUCAO,60000.0,0.0,726,4.0635,0,12.6,16645.5975,19063.08,0.0
3,TO,VAREJO,60000.0,116000.0,298,4.6935,0,12.6,16739.0475,19877.28,0.0
4,RJ,VAREJO,1500000.0,1086000.0,525,4.2,0,12.6,112659.561,128793.72,0.0
5,DF,SERVICOS DE ALOJAMENTO/ALIMENTACAO,120000.0,0.0,333,4.7985,0,12.6,11097.366,13271.76,8685.14
6,BA,SERVICOS DE ALOJAMENTO/ALIMENTACAO,55000.0,0.0,591,4.788,1415,12.6,16645.8915,19883.76,19883.76
7,BA,INDUSTRIA DA CONSTRUCAO,150000.0,9000.0,470,4.5045,0,6.3,21632.7615,23191.14,0.0
8,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,25000.0,8000.0,434,4.809,0,12.6,15536.1255,18580.2,0.0
9,SC,VAREJO,18000.0,298.0,354,5.103,0,6.3,2163.315,2368.32,0.0
10,PE,VAREJO,45000.0,91000.0,607,4.767,0,12.6,22196.3805,26741.4,0.0
11,SP,ATACADO,1595490.0,11022000.0,765,3.612,1007,12.6,111599.4285,124777.68,27738.49
12,PR,VAREJO,28000.0,22000.0,166,5.355,38,12.6,5548.578,6831.36,0.0
13,MS,INDUSTRIA DA CONSTRUCAO,45000.0,96000.0,124,6.0585,1218,6.3,5409.054,6219.3,6219.3
14,SC,SIDERURGICA-METALURGIA,100000.0,39000.0,110,4.263,990,12.6,22195.4145,25855.56,16660.88
15,TO,SERVICOS ADMINISTRATIVOS,468000.0,330000.0,174,4.053,631,12.6,78113.385,89354.52,46309.26
16,SP,ATACADO,180000.0,19000.0,191,4.893,1060,6.3,21692.937,23325.36,3496.32
17,SP,SERVICOS PROFISSIONAIS E TECNICOS,723861.0,1413000.0,322,3.612,0,12.6,133910.9835,149476.32,0.0
18,PE,BENS DE CONSUMO,47915.0,9000.0,606,4.3995,1333,12.6,13316.6145,15555.24,7729.52
19,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,90000.0,76000.0,639,4.1895,1410,12.6,16646.2485,19274.4,15936.1
20,PA,VAREJO,28000.0,4000.0,454,5.082,0,12.6,13316.499,16137.36,0.0
21,MG,VAREJO,195000.0,435000.0,335,4.347,0,9.45,38504.025,42675.84,0.0
22,RJ,SERVICOS PROFISSIONAIS E TECNICOS,16000.0,0.0,540,4.788,0,12.6,6658.4595,7963.08,0.0
23,SP,VAREJO,100000.0,34000.0,249,4.557,0,12.6,22196.6325,26449.56,0.0
24,SP,VAREJO,500000.0,1826000.0,153,4.179,0,18.9,103142.361,128451.6,0.0
25,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,230000.0,462000.0,554,3.5595,1092,10.5,108832.4895,122223.1,48493.24
26,PR,VAREJO,300000.0,29000.0,449,4.0005,468,12.6,55785.849,63249.6,45840.89
27,SP,VAREJO,10000.0,6000.0,536,5.4915,1182,10.5,5502.0735,6673.3,5338.64
28,RJ,VAREJO,40000.0,47000.0,421,5.292,0,6.3,5408.0985,5931.72,0.0
29,PE,TRANSPORTE,70000.0,16000.0,616,4.0635,1123,12.6,22194.543,25467.24,16718.16
30,CE,BENS DE CONSUMO,120000.0,75000.0,166,4.305,0,6.3,32546.577,34621.5,0.0
31,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,70000.0,0.0,102,6.468,1135,12.6,16742.1135,22121.76,19940.49
32,SP,VAREJO,140000.0,0.0,633,4.8405,0,9.45,44035.404,51095.79,0.0
33,AM,INDUSTRIA DA CONSTRUCAO,45000.0,6000.0,396,5.2815,0,12.6,5549.0715,6879.72,0.0
34,MS,TEXTEIS,45000.0,20000.0,107,6.237,0,12.6,5548.956,7234.2,0.0
35,SC,SERVICOS ADMINISTRATIVOS,65000.0,113000.0,457,4.7145,0,12.6,22198.8585,27005.64,0.0
36,SP,VAREJO,300000.0,1204000.0,657,4.1475,0,12.6,66949.239,76821.12,0.0
37,SP,ATACADO,120000.0,29000.0,268,4.9035,0,12.6,11100.516,13814.52,0.0
38,MS,SERVICOS PROFISSIONAIS E TECNICOS,20000.0,3000.0,562,4.914,0,12.6,5582.7135,6851.4,0.0
39,MG,SERVICOS DE EDUCACAO,25000.0,7000.0,322,5.061,0,12.6,16648.716,20612.4,3835.13
40,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,115000.0,60000.0,193,4.3575,1205,12.6,33292.2765,38888.88,26266.06
41,SP,VAREJO,60000.0,35000.0,404,4.6515,0,12.6,33295.794,40013.28,0.0
42,RS,ATACADO,890000.0,1092000.0,457,4.284,0,12.6,89329.2855,105824.76,0.0
43,SC,BENS DE CONSUMO,400000.0,918000.0,103,3.969,0,18.9,91681.4745,112255.74,0.0
44,PA,VAREJO,30000.0,5000.0,338,5.418,0,12.6,5549.0715,6930.48,0.0
45,DF,VAREJO,110000.0,56000.0,194,4.2315,1115,12.6,39065.208,45465.12,37806.66
46,SP,SERVICOS PROFISSIONAIS E TECNICOS,10000.0,1000.0,643,5.7225,0,11.55,11110.029,13843.5,0.0
47,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,70000.0,28000.0,304,3.948,1633,12.6,55783.9275,63075.72,51990.69
48,SP,SERVICOS ADMINISTRATIVOS,85000.0,97000.0,379,4.788,0,12.6,11097.7545,13321.2,0.0
49,CE,VAREJO,80000.0,69000.0,488,4.641,0,12.6,33822.3585,39681.36,0.0
50,PR,VAREJO,264823.0,33000.0,446,4.9035,0,12.6,27743.373,33373.8,0.0
51,SP,INDUSTRIA DA CONSTRUCAO,140000.0,0.0,317,4.2315,1360,9.45,55067.838,62851.23,62851.23
52,SP,VAREJO,23000.0,40000.0,362,5.4915,1304,12.6,5579.448,6907.8,6907.8
53,SP,SERVICOS PROFISSIONAIS E TECNICOS,60000.0,19000.0,359,4.788,1190,12.6,16642.4265,19444.08,14540.74
54,BA,TELECOM,23000.0,2000.0,301,5.376,0,6.3,5408.1195,5950.98,0.0
55,SP,BENS DE CAPITAL,100000.0,2000.0,774,3.969,0,12.6,11097.2295,12657.6,0.0
56,PB,VAREJO,15000.0,12000.0,630,4.683,0,12.6,5548.788,6612.96,0.0
57,BA,VAREJO,22000.0,1000.0,226,5.124,0,12.6,11098.71,13723.08,0.0
58,AM,QUIMICA-PETROQUIMICA,100000.0,467000.0,175,4.368,0,12.6,16646.8995,19551.96,0.0
59,BA,SERVICOS DE ALOJAMENTO/ALIMENTACAO,227000.0,0.0,116,4.6515,0,6.3,10819.2315,11976.48,0.0
60,SP,VAREJO,10000.0,928.0,511,5.481,0,8.4,5455.065,6337.2,0.0
61,RJ,SERVICOS PROFISSIONAIS E TECNICOS,50000.0,28000.0,895,4.5045,0,12.6,27742.9845,32598.84,0.0
62,SC,ATACADO,150000.0,18000.0,391,4.326,0,6.3,32542.7655,34508.4,0.0
63,MG,VAREJO,50000.0,29000.0,120,6.069,0,5.25,5385.1455,5931.2,0.0
64,PA,VAREJO,110000.0,0.0,448,4.263,0,3.15,16017.687,16269.54,0.0
65,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,60000.0,2000.0,405,4.3155,0,12.6,16648.947,19746.24,0.0
66,MA,SERVICOS DE EDUCACAO,45000.0,59000.0,403,4.935,0,18.9,19347.7095,26112.78,0.0
67,SP,SERVICOS ADMINISTRATIVOS,20000.0,13000.0,648,3.864,0,12.6,5550.3945,6483.36,0.0
68,BA,SERVICOS PROFISSIONAIS E TECNICOS,450000.0,70000.0,244,3.9585,0,6.3,75940.452,79813.44,0.0
69,RJ,VAREJO,100000.0,8000.0,433,4.263,0,12.6,22194.7215,25772.52,0.0
70,RJ,TRANSPORTE,36000.0,4000.0,223,6.489,0,12.6,11097.3345,14544.24,0.0
71,SP,ATACADO,50000.0,127000.0,846,4.914,0,18.9,28654.437,38064.42,0.0
72,SC,ATACADO,1100000.0,3342000.0,437,3.738,0,12.6,111577.8195,124991.52,0.0
73,GO,VAREJO,150000.0,0.0,330,4.872,707,12.6,20088.3795,24172.2,8048.65
74,SP,VAREJO,45000.0,5000.0,680,4.389,0,12.6,22201.998,26883.96,0.0
75,GO,VAREJO,120000.0,206000.0,582,4.9665,0,12.6,22198.449,27347.28,0.0
76,ES,VAREJO,200000.0,240000.0,268,4.683,1136,6.3,27045.2385,29650.98,19767.32
77,GO,VAREJO,185000.0,204000.0,369,4.326,0,12.6,66985.611,79107.0,0.0
78,SP,VAREJO,23000.0,0.0,541,4.851,0,12.6,11099.508,13622.04,0.0
79,MA,BENS DE CONSUMO,106637.0,48000.0,415,4.515,1116,6.3,16225.398,17495.4,11156.28
80,AL,SERVICOS DE EDUCACAO,82000.0,83000.0,221,5.2815,934,8.4,10913.07,12980.56,1214.4
81,PR,VAREJO,80000.0,39000.0,412,4.5885,0,12.6,27743.499,32830.32,0.0
82,AM,SIDERURGICA-METALURGIA,64872.0,0.0,249,4.6095,0,12.6,22194.3855,26233.32,0.0
83,SP,ATACADO,35000.0,0.0,332,5.3445,0,12.6,16750.5135,21226.56,0.0
84,RJ,VAREJO,40000.0,39000.0,372,5.313,0,12.6,11097.429,13663.2,0.0
85,SP,SERVICOS ADMINISTRATIVOS,70000.0,361000.0,605,4.3575,1165,12.6,33293.2635,39017.88,25436.41
86,MG,BENS DE CONSUMO,55000.0,0.0,418,5.1555,0,12.6,5548.494,6744.0,0.0
87,BA,VAREJO,35000.0,6000.0,447,4.8195,0,12.6,16650.543,20586.48,0.0
88,GO,SERVICOS PROFISSIONAIS E TECNICOS,98000.0,233.0,326,5.04,0,8.4,10953.0435,12434.64,0.0
89,RJ,VAREJO,30000.0,12000.0,475,4.2945,0,12.6,11096.8935,12859.2,0.0
90,RS,VAREJO,30000.0,76000.0,456,5.649,0,3.15,5350.5585,5664.3,0.0
91,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,100000.0,53000.0,466,4.368,0,12.6,7768.467,9114.12,0.0
92,SP,VAREJO,150000.0,8000.0,630,4.263,0,12.6,33293.043,38783.16,0.0
93,RR,VAREJO,180000.0,86000.0,192,5.103,0,12.6,22195.9185,27192.84,0.0
94,BA,VAREJO,80000.0,50000.0,684,4.263,0,12.6,22194.8265,25772.64,0.0
95,RJ,INDUSTRIA DA CONSTRUCAO,40000.0,12000.0,594,4.725,0,12.6,33299.847,40755.24,0.0
96,GO,VAREJO,26000.0,2023.0000000000002,451,5.1555,0,12.6,11096.7465,13453.32,0.0
97,PA,ATACADO,29000.0,0.0,329,4.977,0,12.6,8924.5065,10622.52,0.0
98,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,14750.0,16000.0,336,5.6385,0,4.2,5361.636,5643.16,0.0
99,SP,QUIMICA-PETROQUIMICA,30000.0,37000.0,505,4.7775,0,12.6,13316.9505,15926.28,0.0
100,SP,ATACADO,150000.0,95000.0,374,4.6725,1319,12.6,33474.8505,39566.52,29084.42
101,CE,VAREJO,90000.0,5000.0,154,4.767,1268,12.6,11098.227,13370.76,11142.3
102,GO,INDUSTRIA DA CONSTRUCAO,35000.0,0.0,376,5.04,1122,12.6,11100.6945,13959.12,6979.56
103,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,20000.0,0.0,279,5.5545,0,12.6,5548.683,6920.76,0.0
104,BA,VAREJO,15000.0,4000.0,249,5.7015,0,12.6,5548.137,6889.92,0.0
105,SP,DIVERSOS,50000.0,9000.0,224,5.0295,0,10.5,8805.1215,10677.4,0.0
106,SP,SERVICOS DIVERSOS,30000.0,26000.0,349,5.292,0,12.6,11097.681,13695.84,0.0
107,SP,BENS DE CONSUMO,15000.0,0.0,742,4.893,1200,12.6,5548.9245,6708.84,6127.91
108,SP,INDUSTRIA DA CONSTRUCAO,400000.0,1081000.0,353,3.885,622,6.3,86810.619,91696.32,12050.6
109,SP,SERVICOS DE SAUDE,900000.0,214000.0,119,3.9585,0,12.6,55786.815,63193.44,0.0
110,BA,DIVERSOS,60000.0,77000.0,216,4.7355,0,12.6,11096.6835,13147.68,0.0
111,SP,VAREJO,390000.0,194000.0,378,3.9375,1499,12.6,55791.036,63255.48,35680.71
112,SP,VAREJO,60000.0,0.0,308,5.3235,0,12.6,33292.0035,40989.12,0.0
113,RS,SERVICOS PROFISSIONAIS E TECNICOS,85000.0,29000.0,314,4.053,0,12.6,55842.2025,65609.04,0.0
114,SP,SERVICOS DE SAUDE,100000.0,79000.0,747,4.158,0,12.6,55795.278,64213.92,0.0
115,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,96000.0,7000.0,190,5.4705,0,12.6,33291.7725,41284.68,0.0
116,RJ,VAREJO,23000.0,0.0,657,5.1135,1382,12.6,11097.0825,13470.96,10044.76
117,SP,SERVICOS DIVERSOS,35000.0,34000.0,699,4.5045,0,12.6,16649.157,19999.44,0.0
118,SP,VAREJO,300000.0,166000.0,444,3.7485,0,6.3,54244.6695,56683.86,0.0
119,SP,VAREJO,50000.0,54000.0,736,4.473,0,12.6,22195.152,26138.88,0.0
120,SP,BENS DE CONSUMO,2791710.0,3658000.0,353,3.591,1109,18.9,114643.956,138396.06,91434.32
121,SC,TRANSPORTE,120000.0,0.0,699,4.3575,1084,12.6,22316.49,25913.88,9051.15
122,RS,VAREJO,130000.0,125000.0,547,3.885,0,6.3,21632.709,22735.98,0.0
123,AP,VAREJO,50000.0,0.0,358,5.166,0,6.3,10815.084,11679.84,0.0
124,RJ,INDUSTRIA DA CONSTRUCAO,180000.0,117000.0,140,4.83,0,12.6,39078.186,47712.24,0.0
125,PR,VAREJO,16000.0,13000.0,456,4.599,0,12.6,11097.261,13116.72,0.0
126,GO,INDUSTRIA DA CONSTRUCAO,19000.0,0.0,494,5.5335,0,7.35,5431.5555,6165.04,0.0
127,RJ,TRANSPORTE,114000.0,0.0,484,3.9585,0,12.6,27743.1105,31644.12,0.0
128,SP,SERVICOS DIVERSOS,8000.0,0.0,156,5.796,0,12.6,5548.0005,6897.24,0.0
129,RS,ATACADO,6877950.0,492000.0,147,4.137,1392,6.3,54249.153,57547.44,27738.18
130,SP,ATACADO,280000.0,86000.0,444,4.5885,1452,6.3,32450.0295,34985.58,34985.58
131,SP,TELECOM,20000.0,0.0,461,4.7985,0,10.5,11005.092,13013.6,0.0
132,BA,SERVICOS DE SAUDE,30000.0,0.0,720,3.99,0,12.6,16743.6255,19263.6,0.0
133,SP,VAREJO,250000.0,275000.0,116,4.3785,0,6.3,37988.0235,41078.58,2225.6
134,BA,INDUSTRIA DIGITAL,14500.0,5000.0,839,4.704,0,6.3,5408.193,5835.96,0.0
135,GO,VAREJO,70000.0,30000.0,194,5.5965,0,12.6,22198.0395,28304.88,0.0
136,RJ,SERVICOS DIVERSOS,100000.0,106000.0,445,3.9585,0,12.6,55788.3585,63252.48,0.0
137,SP,SERVICOS DIVERSOS,350000.0,364000.0,181,4.137,0,12.6,55792.38,64019.16,0.0
138,SP,ATACADO,550000.0,570000.0,408,4.032,1056,12.6,111583.605,127273.56,31551.26
139,SP,DIVERSOS,997992.0,2999000.0,157,3.717,0,12.6,111597.885,125445.72,0.0
140,SP,TRANSPORTE,80000.0,201000.0,402,5.2395,0,8.4,27383.7375,31387.76,0.0
141,TO,SERVICOS PROFISSIONAIS E TECNICOS,10000.0,10000.0,357,5.88,1122,12.6,11166.4665,14590.08,12158.4
142,SP,SERVICOS ADMINISTRATIVOS,200000.0,232000.0,275,3.6225,0,12.6,111580.9065,124241.28,0.0
143,SP,SERVICOS DE EDUCACAO,85000.0,4000.0,520,3.9375,0,12.6,42402.066,48104.04,0.0
144,SP,SERVICOS DIVERSOS,15000.0,26000.0,418,5.145,0,12.6,11097.198,13505.64,0.0
145,PR,SERVICOS DIVERSOS,12000.0,0.0,392,6.174,0,12.6,5548.8405,7186.56,0.0
146,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,450000.0,107000.0,269,4.8615,0,4.2,21454.293,23109.44,0.0
147,SP,ATACADO,70000.0,10000.0,645,4.5885,0,12.6,13316.499,15704.4,0.0
148,AM,VAREJO,12000.0,0.0,294,5.25,0,12.6,5548.7355,6811.92,0.0
149,PR,VAREJO,130000.0,159000.0,658,4.0635,1233,12.6,22194.6165,25467.24,10566.08
150,SP,ATACADO,500000.0,2145000.0,309,3.843,0,15.75,84831.1695,99252.0,0.0
151,SP,SERVICOS ADMINISTRATIVOS,40000.0,0.0,364,4.9245,0,6.3,10819.5045,12135.12,0.0
152,RN,SERVICOS DE ALOJAMENTO/ALIMENTACAO,55000.0,0.0,184,6.5205,587,12.6,11098.689,14853.84,4594.19
153,GO,SERVICOS DIVERSOS,46000.0,0.0,446,4.3995,0,6.3,10818.8115,11821.38,0.0
154,SC,INDUSTRIA DA CONSTRUCAO,30000.0,5000.0,274,5.922,0,12.6,11157.0165,14034.96,0.0
155,SP,SERVICOS PROFISSIONAIS E TECNICOS,15000.0,0.0,601,4.3785,0,3.15,5341.014,5616.84,0.0
156,RJ,INDUSTRIA DA CONSTRUCAO,120000.0,96000.0,187,4.473,1077,12.6,33474.273,39101.4,36530.51
157,SP,INDUSTRIA DA CONSTRUCAO,150000.0,0.0,241,4.851,0,12.6,20082.6255,23849.64,0.0
158,CE,SIDERURGICA-METALURGIA,120000.0,32000.0,545,4.0635,0,12.6,51585.24,58984.08,0.0
159,SP,VAREJO,20000.0,33000.0,712,4.578,0,6.3,5408.6655,5865.72,0.0
160,RJ,INDUSTRIA DA CONSTRUCAO,14000.0,0.0,310,5.712,0,6.3,2169.5625,2402.82,0.0
161,SP,SERVICOS PROFISSIONAIS E TECNICOS,120000.0,14000.0,421,4.683,0,12.6,22321.047,26597.88,0.0
162,SP,INDUSTRIA DA CONSTRUCAO,30000.0,7000.0,509,4.851,0,12.6,11097.0405,13271.4,0.0
163,SP,VAREJO,30000.0,0.0,330,5.019,0,8.4,5455.59,6286.16,0.0
164,SP,SERVICOS DE EDUCACAO,69000.0,6000.0,541,3.7695,0,18.9,34140.519,41446.44,0.0
165,SP,BENS DE CONSUMO,60000.0,0.0,225,4.9455,0,6.3,10816.554,11779.08,0.0
166,MG,VAREJO,80000.0,82000.0,440,4.032,0,12.6,22195.635,25544.64,0.0
167,RJ,ATACADO,75000.0,0.0,205,4.9665,0,6.3,5408.1195,5874.12,0.0
168,RJ,VAREJO,50000.0,5000.0,187,5.8905,0,6.3,21632.562,24190.92,0.0
169,MT,VAREJO,60000.0,67000.0,366,4.704,0,12.6,11097.2715,13194.12,0.0
170,SP,SERVICOS DE SAUDE,70000.0,56000.0,606,4.032,0,12.6,27896.2845,31818.84,0.0
171,AL,SERVICOS DIVERSOS,35000.0,26000.0,438,5.0295,0,12.6,6658.344,8056.44,0.0
172,SC,VAREJO,200000.0,369000.0,310,4.011,0,6.3,37990.1235,40619.28,0.0
173,SP,SERVICOS PROFISSIONAIS E TECNICOS,30000.0,35000.0,653,4.389,0,12.6,8877.7815,10370.16,0.0
174,SP,SERVICOS ADMINISTRATIVOS,13000.0,825.0,312,5.0505,0,12.6,7767.6375,9351.72,0.0
175,SP,INDUSTRIA DIGITAL,402433.0,883000.0,339,3.864,0,12.6,89342.274,103556.52,0.0
176,DF,SERVICOS ADMINISTRATIVOS,15000.0,1000.0,368,5.4495,1218,12.6,5550.4995,7186.08,7186.08
177,BA,VAREJO,140000.0,108000.0,720,3.9585,0,12.6,55846.0665,65355.48,0.0
178,SE,SERVICOS DE EDUCACAO,186900.0,370000.0,218,4.5465,0,5.25,21604.086,23070.3,0.0
179,SP,VAREJO,20000.0,11000.0,445,4.9035,0,12.6,16646.0385,20024.28,0.0
180,SP,VAREJO,110000.0,0.0,376,4.2945,0,6.3,16227.8655,17282.76,0.0
181,SP,SERVICOS DE SAUDE,12000.0,0.0,484,5.628,0,12.6,8877.9075,11120.52,0.0
182,RJ,VAREJO,80000.0,0.0,521,4.8825,0,4.2,21490.98,22336.8,0.0
183,SP,VAREJO,30000.0,63000.0,527,4.704,0,12.6,5549.523,6717.96,0.0
184,SP,SERVICOS PROFISSIONAIS E TECNICOS,280000.0,92000.0,127,4.032,1354,12.6,55847.6205,65743.08,60111.21
185,SP,SERVICOS DIVERSOS,25000.0,3000.0,443,5.1135,0,12.6,5548.788,6771.0,0.0
186,ES,VAREJO,220000.0,473000.0,404,3.738,0,12.6,33293.883,37723.92,0.0
187,TO,VAREJO,50000.0,0.0,396,5.0925,0,12.6,5548.7775,6762.0,0.0
188,RJ,SERVICOS DIVERSOS,33000.0,0.0,543,4.8195,0,12.6,16650.6165,20586.48,0.0
189,GO,SERVICOS DIVERSOS,82000.0,46000.0,354,4.809,1017,12.6,61418.343,75349.68,32117.99
190,BA,INDUSTRIA DA CONSTRUCAO,100000.0,0.0,304,4.494,556,6.3,16284.513,17823.18,17323.18
191,BA,VAREJO,20000.0,0.0,125,5.544,1123,6.3,5425.518,6050.82,986.5
192,SP,INDUSTRIA DIGITAL,208330.0,1604000.0,657,4.0005,0,18.9,114675.498,145156.32,0.0
193,TO,SERVICOS PROFISSIONAIS E TECNICOS,10000.0,0.0,330,5.838,0,12.6,5547.8325,6886.8,0.0
194,AM,SERVICOS DE ALOJAMENTO/ALIMENTACAO,95000.0,94000.0,181,5.2815,1079,12.6,44623.593,54030.48,35915.3
195,RS,SERVICOS PROFISSIONAIS E TECNICOS,35000.0,29000.0,292,5.838,1179,12.6,11157.0165,13975.44,13975.44
196,SP,INDUSTRIA DA CONSTRUCAO,80000.0,53000.0,135,5.292,0,12.6,11156.5545,13543.2,0.0
197,SP,VAREJO,200000.0,340000.0,489,4.326,0,9.45,55010.823,61097.04,0.0
198,MT,ATACADO,1000000.0,567280.0,0,3.9585,0,6.3,32573.961,35102.16,0.0
199,SP,VAREJO,90000.0,36000.0,462,4.641,0,12.6,44663.094,54019.08,0.0
200,SP,VAREJO,25000.0,10000.0,396,5.0715,0,6.3,10816.2285,11786.58,0.0
201,SP,VAREJO,80000.0,104000.0,299,4.9455,0,12.6,11100.1275,13796.64,0.0
202,SP,VAREJO,40000.0,5000.0,428,5.3025,0,9.45,33030.6585,39373.56,0.0
203,SP,SERVICOS PROFISSIONAIS E TECNICOS,20000.0,3000.0,307,5.376,0,6.3,5408.9595,6062.58,0.0
204,SP,VAREJO,80000.0,4000.0,258,5.1975,0,10.5,16591.1025,19937.7,0.0
205,BA,VAREJO,30000.0,9000.0,302,4.641,1119,6.3,5423.985,5814.72,5147.92
206,RJ,INDUSTRIA DA CONSTRUCAO,25000.0,0.0,413,5.3235,1190,12.6,8878.149,10976.64,10976.64
207,PR,TRANSPORTE,150000.0,0.0,318,4.746,0,6.3,10816.6275,11715.18,0.0
208,MT,ATACADO,100000.0,0.0,247,5.292,0,8.4,10950.6705,12455.28,0.0
209,PE,BENS DE CONSUMO,45000.0,2000.0,467,4.389,0,12.6,5579.8785,6520.68,0.0
210,BA,VAREJO,140000.0,232000.0,880,3.549,0,12.6,33301.4535,38045.64,0.0
211,PE,VAREJO,250000.0,512000.0,283,3.99,1487,9.45,32877.2745,37041.84,37041.84
212,RJ,SERVICOS ADMINISTRATIVOS,400000.0,52000.0,632,4.347,0,12.6,44634.219,51829.2,0.0
213,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,70000.0,221.0,292,4.557,1156,9.45,10955.9205,12338.1,2180.54
214,RN,SERVICOS DE ALOJAMENTO/ALIMENTACAO,180000.0,449.0,194,4.2105,1261,8.4,32886.021,36975.28,22860.13
215,SP,VAREJO,60000.0,2000.0,265,5.0085,1207,12.6,16646.8995,20273.04,16860.41
216,MG,VAREJO,18000.0,306.0,152,6.657,1213,12.6,8934.324,12303.84,12303.84
217,DF,ATACADO,800000.0,1085000.0,110,3.927,0,12.6,89283.2535,101793.6,21077.33
218,SP,INDUSTRIA DA CONSTRUCAO,180000.0,26000.0,385,4.2315,1036,8.4,43837.5735,48982.64,18186.2
219,RN,QUIMICA-PETROQUIMICA,22000.0,0.0,415,4.998,0,12.6,6658.7745,8109.24,0.0
220,SP,VAREJO,30000.0,15000.0,309,5.103,0,6.3,5426.757,6015.84,0.0
221,PE,VAREJO,220000.0,190000.0,294,4.7775,0,12.6,15536.3985,18580.56,0.0
222,RJ,VAREJO,21000.0,0.0,538,4.5675,0,12.6,27743.5305,32792.28,0.0
223,MS,VAREJO,90000.0,18343.0,351,4.515,1568,12.6,22200.4125,26881.44,22401.2
224,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,30000.0,19870.0,741,4.5885,0,12.6,16646.007,19675.2,0.0
225,SP,INDUSTRIA DA CONSTRUCAO,33000.0,5000.0,726,5.0085,0,3.15,2140.929,2262.45,0.0
226,SP,SERVICOS ADMINISTRATIVOS,54000.0,8000.0,354,4.557,0,6.3,5426.673,5898.84,0.0
227,BA,VAREJO,180000.0,314000.0,107,5.8695,378,12.6,11154.045,13831.56,4230.14
228,BA,ATACADO,45000.0,20000.0,213,5.145,1280,12.6,5548.8195,6789.0,2828.75
229,BA,VAREJO,95000.0,475000.0,327,4.6095,0,12.6,22194.9735,26295.72,0.0
230,RJ,TELECOM,120000.0,37000.0,291,4.011,0,12.6,44653.98,51619.8,0.0
231,SP,VAREJO,20000.0,19000.0,622,5.3235,0,12.6,5548.6725,6831.48,0.0
232,MG,BENS DE CONSUMO,35000.0,12000.0,474,4.179,0,12.6,11100.0855,13149.84,0.0
233,SP,PAPEL E CELULOSE,120000.0,94000.0,658,4.368,0,15.75,79177.728,96056.1,0.0
234,SP,SERVICOS ADMINISTRATIVOS,150000.0,100000.0,320,4.83,0,9.45,27394.71,31832.28,0.0
235,SP,SERVICOS DIVERSOS,40000.0,0.0,234,5.5335,0,12.6,16744.0875,21120.0,0.0
236,BA,VAREJO,200000.0,221000.0,391,3.549,0,6.3,21637.1295,22864.44,0.0
237,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,30000.0,0.0,437,5.7225,0,9.45,10956.771,13111.74,0.0
238,CE,SIDERURGICA-METALURGIA,100000.0,0.0,277,4.8195,0,5.25,10773.252,11815.75,0.0
239,RJ,SERVICOS DIVERSOS,50000.0,17000.0,349,5.061,0,12.6,16645.4295,20115.48,0.0
240,MG,SERVICOS PROFISSIONAIS E TECNICOS,58000.0,122000.0,476,4.389,0,12.6,16645.9125,19444.2,0.0
241,SP,BENS DE CONSUMO,8000.0,0.0,330,5.418,1732,12.6,5548.704,6871.08,6282.0
242,SP,ATACADO,3000000.0,0.0,793,3.5175,0,6.3,54257.007,56595.84,0.0
243,MT,SERVICOS DE ALOJAMENTO/ALIMENTACAO,28000.0,8000.0,159,6.1425,0,12.6,5549.481,7294.44,0.0
244,PE,SERVICOS PROFISSIONAIS E TECNICOS,15000.0,0.0,421,5.1975,0,12.6,5548.725,6792.24,0.0
245,SP,INDUSTRIA DA CONSTRUCAO,150000.0,24000.0,171,5.859,0,6.3,10817.1525,12210.6,2547.78
246,BA,VAREJO,40000.0,0.0,231,5.2395,0,12.6,11100.264,14067.48,0.0
247,MG,VAREJO,20000.0,0.0,496,5.5965,0,12.6,5549.208,7023.84,0.0
248,GO,INDUSTRIA DIGITAL,300000.0,83000.0,316,3.843,1177,6.3,21639.3135,23318.82,7612.32
249,SP,VAREJO,18000.0,12000.0,518,5.2395,0,12.6,5549.208,6885.48,0.0
250,SP,VAREJO,10000.0,0.0,420,5.355,0,6.3,8112.2055,8926.5,0.0
251,SP,SERVICOS DIVERSOS,40000.0,11000.0,610,5.25,0,12.6,5548.452,6774.12,0.0
